@relation 'eisen0.names'

@attribute alpha_0                                 numeric
@attribute alpha_7                                 numeric
@attribute alpha_14                                numeric
@attribute alpha_21                                numeric
@attribute alpha_28                                numeric
@attribute alpha_35                                numeric
@attribute alpha_42                                numeric
@attribute alpha_49                                numeric
@attribute alpha_56                                numeric
@attribute alpha_63                                numeric
@attribute alpha_70                                numeric
@attribute alpha_77                                numeric
@attribute alpha_84                                numeric
@attribute alpha_91                                numeric
@attribute alpha_98                                numeric
@attribute alpha_105                               numeric
@attribute alpha_112                               numeric
@attribute alpha_119                               numeric
@attribute elu_0                                   numeric
@attribute elu_30                                  numeric
@attribute elu_60                                  numeric
@attribute elu_90                                  numeric
@attribute elu_120                                 numeric
@attribute elu_150                                 numeric
@attribute elu_180                                 numeric
@attribute elu_210                                 numeric
@attribute elu_240                                 numeric
@attribute elu_270                                 numeric
@attribute elu_300                                 numeric
@attribute elu_330                                 numeric
@attribute elu_360                                 numeric
@attribute elu_390                                 numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_110                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute spo_0                                   numeric
@attribute spo_2                                   numeric
@attribute spo_5                                   numeric
@attribute spo_7                                   numeric
@attribute spo_9                                   numeric
@attribute spo_11                                  numeric
@attribute spo5_2                                  numeric
@attribute spo5_7                                  numeric
@attribute spo5_11                                 numeric
@attribute spo__early                              numeric
@attribute spo__mid                                numeric
@attribute heat_0                                  numeric
@attribute heat_10                                 numeric
@attribute heat_20                                 numeric
@attribute heat_40                                 numeric
@attribute heat_80                                 numeric
@attribute heat_160                                numeric
@attribute dtt_15                                  numeric
@attribute dtt_30                                  numeric
@attribute dtt_60                                  numeric
@attribute dtt_120                                 numeric
@attribute cold_0                                  numeric
@attribute cold_20                                 numeric
@attribute cold_40                                 numeric
@attribute cold_160                                numeric
@attribute diau_540                                numeric
@attribute diau_660                                numeric
@attribute diau_780                                numeric
@attribute diau_900                                numeric
@attribute diau_1020                               numeric
@attribute diau_1140                               numeric
@attribute diau_1260                               numeric
@attribute class {R.14.04,R.11.02.03.04,R.43.01.03.05,R.42.01,R.20.09.07,R.01.05.25,R.16.01,R.01.06.02.01,R.01.04,R.20.01.15,R.12.01.01,R.01.05,R.34.01.01.01,R.14.07,R.01.07.01,R.42.16,R.11.02.03.01,R.32.01.01,R.11.04.03.01,R.14.10,R.34.11.03.07,R.11.06.02,R.16.03.03,R.16.19.03,R.11.04.01,R.20.09.18,R.20.03,R.14.13.01.01,R.11.04.03.05,R.14.07.05,R.10.01.05.01,R.10.03.01,R.18.02.01,R.42.04.05,R.16.03.01,R.01.06,R.10.03.02,R.10.01.03,R.01.06.05,R.01.05.09.07,R.14.07.02,R.01.01.06.06.01.03,R.20.01.03,R.01.01.09.06.01,R.10.03.01.03,R.14.07.02.02,R.42.04,R.20.01.01.01,R.99,R.20.09.04,R.01.02.07,R.32.07,R.01.03.01,R.16.21.07,R.14.07.11,R.02.01,R.01.01.06.05,R.20.01.13,R.10.01.09.05,R.01.06.06.11,R.20.09.07.03,R.14.01,R.01.05.02.07,R.01.04.04,R.42.19,R.02.13,R.20.09.13,R.14.13.01,R.42.04.03,R.02.13.03,R.12.07,R.32.01,R.01.03.04,R.40.01,R.01.03.01.03,R.12.04.01,R.12.10,R.14.07.04,R.02.16.01,R.20.01.07,R.01.05.06.07,R.12.04.03,R.10.01.05.03,R.12,R.11.04.03.03,R.11.02.03.01.04,R.11.04.02,R.14.07.09,R.20.01.10,R.01.02,R.20.09.01,R.01.01.09.04,R.20.09.16,R.32.01.03,R.10.01.05.03.01,R.01.03.04.03,R.01.20.15,R.01.01.11.03.01,R.01.01.09.04.01,R.10.03.01.01.09,R.12.01,R.12.04.02,R.01.01,R.01.01.03.02.01,R.01.01.09.07.01,R.01.06.02.02,R.43.01.03.09,R.10.01.03.05,R.01.06.06,R.32.05.01.03.03,R.20.01.01.01.01,R.10.03.01.01.11,R.01.07,R.11.02.03.04.03,R.20.01.03.01,R.01.01.11.04.01,R.02.19,R.01.01.03.05.01,R.14.13.04,R.01.02.02.09,R.11.02.03.01.01,R.20.01.21,R.01.06.10,R.01.01.06.02.01,R.10.03.03,R.20.01.17,R.01.03.01.01,R.01.03.16.01,R.01.01.13,R.01.01.06.05.01,R.32.01.09,R.32,R.01.03.10,R.20.09.18.09.01,R.01.01.09.02,R.11.02.03.04.01,R.20.01.03.03,R.16.07,R.01.01.06.05.01.01,R.38,R.01.01.09.03.01,R.20.01.01.07.07,R.01.01.03.03.01}
@data
-0.45,-0.62,-0.01,-0.03,0.26,-0.1,0.41,0.07,0.3,0.3,-0.15,-0.06,-0.2,-0.302126,0.01,-0.17,0.21,-0.23,-0.04,-0.4,-0.25,-0.42,-0.07,-0.01,-0.1,0.56,0.49,0.42,0.16,0.34,0.6,0.21,-0.51,-0.71,-0.14,0.16,0.38,0.11,-0.2,0.12,0.12,0.16,0.32,0.39,-0.04,-0.12,0.52,-0.09,0.75,0.96,0.96,0.44,0.24,0.53,-0.25,-0.89,1.24,1.52,-0.22,-0.47,-0.51,-0.92,-0.29,-0.29,0.51,0.25,0.5,0.39,-0.58,-0.25,-0.27,-0.84,0.24,0.11,-0.18,-0.01,0.21,0.46,-0.51,R.16.01
-0.38,0.16,-0.03,0.44,0.16,0.25,-0.22,-0.27,-0.67,-0.3,-0.67,-0.27,0.01,-0.2,-0.27,-0.58,-0.29,-0.49,0.64,-0.06,-0.09,-0.07,-0.01,-0.240682,0.14,0.19,0.12,0.24,0.21,0.19,0.34,0.43,-0.69,-0.4,-0.18,-0.18,-0.49,-0.94,-0.42,0.7,0.1,-0.25,-0.47,-0.54,-0.2,-0.04,-0.04,-0.2,0.26,0.6,0.82,0.48,-0.01,-0.49,-0.4,-1.12,1.12,0.85,0.18,0.36,0.25,-0.25,-0.29,0.2,-0.01,-0.43,0.41,-0.3,-0.27,0.11,0.42,-0.29,0.01,0.04,0.9,0.01,0.01,0.64,0.03,R.01.07.01
-0.17,-0.23,0.06,-0.12,0.04,-0.18,0.14,-0.27,-0.2,-0.15,-0.4,-0.12,-0.2,-0.32,-0.14,-0.12,0.06,-0.09,-0.04,-0.56,-0.15,-0.34,-0.23,-0.37625,-0.4,0.2,0.01,-0.04,-0.46875,-0.01,0.04,0.19,-0.54,-0.32,-0.64,-0.34,-0.14,-0.15,-0.4,-0.18,-0.86,-0.38,-0.38,0.08,-0.74,0.4,-0.79,-0.34,0.3,0.32,0.84,0.57,0.41,0.07,0.16,0.03,0.6,0.78,-0.12,0.66,0.37,0.08,0.44,-0.3,-0.38,-0.62,-0.06,-0.42,-0.47,0.2,0.59,0.4,0.005,-0.03,0.15,-0.23,-0.3,0.3,-0.09,R.32.07
-0.17,-0.36,-0.04,-0.15,-0.09,0.19,0.3,0.41,0.15,-0.09,-0.34,-0.06,-0.14,-0.1,0.06,0.31,0.23,-0.22,-0.18,-1.18,-0.56,-0.47,-0.38,-0.42,-0.49,-0.51,-0.01,-0.15,-0.34,-0.01,-0.17,-0.32,-0.15,-0.17,0.33,0.06,-0.58,0.25,0.14,0.74,-0.18,-0.92,0.81,0.21,-0.89,0.31,-0.56,-0.17913,0.33,0.26,0.01,0.1,-0.324545,0.1,-0.23,0.21,0.58,0.55,0.01,0.37,-0.14,0.42,0.34,0.29,-0.38,-0.18,-0.38,-0.64,-0.03,0.69,0.72,-0.1,-0.64,-0.03,0.12,-0.17,0.03,0.49,0.51,R.42.16
-0.2,1.26,-0.38,-0.62,-0.32,-0.56,-0.07,-0.18,-0.17,-0.32,-0.34,-0.45,-0.15,-0.54,-0.18,-0.4,-0.2,-0.14129,-0.105156,-0.62,-0.6,-0.27,-0.27,-0.32,-0.58,-0.09,-0.06,-0.09,-0.22,-0.29,-0.2,-0.25,-0.38,0.08,-0.06,-0.34,-0.22,-0.07,-0.12,-0.04,-0.23,-0.64,-0.42,-0.45,0.0346875,-0.23,0.1,-0.43,0.12,0.4,0.78,0.54,0.3,-0.74,0.08,-0.6,0.25,0.71,0.58,0.1,0.25,0.7,0.08,0.89,-0.22,-0.1,-0.86,-0.14,0.14,0.55,0.55,0.14,-0.18,0.04,0.49,-0.2,-0.22,0.49,0.46,R.14.10
-0.51,-0.15,0.06,-0.49,-0.74,-0.43,-0.43,-0.42,-0.51,-0.36,-0.51,-0.56,-0.29,-0.09,-1.18,-0.45,-0.79,-0.22,-0.34,0.01,-0.29,-0.3,-0.74,-0.62,-0.45,-0.22,-0.09,-0.2,-0.22,-0.06,-0.04,-0.07,-0.62,-0.06,-0.64,0.29,-0.6,-0.29,-0.64,-0.3,1.51,-0.4,-0.18,0.7,-0.56,-0.29,-0.86,0.04,0.25,0.58,0.06,0.07,0.69,0.03,-0.69,-0.58,1.11,1.63,-0.36,0.66,-0.06,0.32,-0.01,-0.17,-0.45,-0.38,-0.43,-0.54,-0.69,0.52,-0.49,-0.34,0.04,-0.34,-0.29,-0.22,-0.25,0.86,1,R.01.04
-0.18,-0.0626667,-0.29,-0.36,-0.14,-0.23,-0.17,-0.14,-0.3,0.1,-0.25,-0.07,-0.09,-0.2,0.01,-0.01,-0.17,-0.06,0.04,-0.43,-0.17,0.14,0.12,-0.01,-0.12,0.03,0.04,-0.1,-0.01,-0.07,-0.43,0.12,-0.49,-0.32,0.1,0.23,-0.94,-0.22,-0.27,0.23,0.46,0.11,-0.14,0.03,-0.22,-0.49,-0.03,0.03,-0.06,0.14,0.19,-0.03,-0.04,-0.58,-0.51,-0.79,0.88,1.09,-0.34,-0.03,-0.17,-0.27,0.18,0.39,-0.27,-0.42,-0.43,-0.1,-0.42,0.68,0.07,0.26,-0.27,-0.29,0.2125,0.14,-0.43,1.01,0.44,R.34.01.01.01
-0.36,0.08,-0.17,-0.22,-0.71,-0.15,-0.64,0.08,0.21,0.23,0.2,0.21,0.21,-0.42,-0.56,-0.04,-0.25,-0.43,0.76,0.53,-0.43,-0.49,-0.3,0.07,0.21,0.15,-0.06,0.08,0.06,0.1,0.04,0.36,-0.45,-0.12,-0.45,-0.32,-0.43,-0.32,-0.03,-0.36,-0.27,-0.09,-0.0608537,0.71,0.18,0.1,0.19,0.52,0.03,0.15,-0.07,-0.47,-0.4,-0.42,-0.67,-1.18,0.64,0.77,1.49,1.29,0.33,0.6,0.24,0.38,-0.67,-0.38,-0.54,-0.58,-0.22,0.7,0.86,-0.62,-0.23,0.23,0.18,-0.23,-0.47,0.43,0.93,R.42.01
-0.27,0.34,-0.06,-0.25,-0.07,-0.07,0.38,-0.22,-0.29,-0.2,-0.43,-0.25,-0.06,-0.38,0.04,-0.09,-0.12,-0.32,0.12,-0.1,-0.47,-0.38,-0.6,-0.92,-0.4,-0.22,0.12,-0.29,-0.22,0.25,0.23,-0.29,-0.97,-0.94,0.12,0.61,-0.09,-0.54,-0.29,0.18,0.2,-0.23,-0.34,-0.34,-0.09,0.03,0.07,-0.22,0.33,0.08,-0.22,-0.22,-0.54,0.01,-0.34,0.12,0.53,0.19,0.18,1.04,0.81,0.56,0.93,0.16,-0.27,-0.34,-0.27,-0.09,-0.04,0.41,0.81,0.56,-0.03,0.14,0.19,-0.1,-0.17,0.33,0.18,R.12.01.01
-0.32,0.04,0.29,0.21,0.04,0.24,0.04,-0.38,0.19,0.41,0.58,-0.03,-0.03,-0.34,0.43,0.32,-0.09,0.19,-0.49,0.16,-0.3,-0.23,-0.23,-0.76,-0.38,0.01,-0.0718699,-0.23,-0.45,0.01,-0.15,0.03,-0.51,-0.14,-0.29,-0.36,-0.4,-0.42,-0.01,-0.04,-0.2,-0.18,-0.17,-0.56,-0.42,0.26,0.28,0.08,0.21,0.52,0.16,-0.25,-0.2,-0.15,-0.6,-1.15,0.95,2.02,0.52,0.73,0.67,0.72,0.23,0.25,-0.04,-0.18,0.23,-0.17,-0.09,0.08,-0.03,0.46,-0.23,-0.09,0.39,-0.14,-0.89,0.46,0.19,R.14.04
0.36,-0.32,-0.38,-0.23,-0.3,-0.36,-0.29,-0.49,-0.38,-0.07,0.06,-0.07,-0.4,-0.25,-0.34,-0.2,-0.23,-0.38,-0.49,0.11,-0.97,0.32,-0.22,-0.07,-0.06,0.25,0.12,0.26,-0.29,0.24,-0.22,0.14,-0.12,0.31,-1.06,0.82,-0.06,0.66,-0.17,0.2,0.78,-0.45,0.44,0.28,-0.69,0.65,0.19,-0.1,0.37,0.58,-0.03,-0.27,-0.3,-0.38,-0.6,-0.97,0.79,0.85,0.03,0.25,0.49,0.25,0.01,1.08,-0.27,-0.51,-0.23,-0.12,0.04,0.51,0.48,0.48,-0.01,-0.01,-0.06,0.03,-0.06,0.25,0.26,R.01.04
-0.12,-0.36,-0.0877778,-0.0928571,0.01,0.11,-0.12,-0.01,0.01,-0.312222,-0.01,-0.163333,-0.1,-0.18,-0.03,0.04,-0.29,-0.25,-0.18,0.06,0.25,0.33,0.07,-0.12,0.12,0.12,-0.14,-0.22,0.03,0.15,-0.2,0.21,0.1,0.1,0.15,-0.27,-0.23,-0.1,-0.17,-0.29,-0.34,-0.4,-0.12,-0.22,-0.42,-0.18,-0.56,0.04,0.21,0.12,-0.09,-0.1,0.04,-0.27,-0.42,-0.34,0.1,0.62,-0.34,0.3,0.57,0.73,0.32,0.43,-0.71,-1.12,-0.23,-0.34,-0.03,0.36,0.25,0.42,0.16,0.28,0.43,0.08,-0.18,0.67,0.37,R.14.07.02.02
-0.54,-0.43,0.01,-0.06,0.1,-0.38,-0.04,-0.34,-0.12,-0.1,-0.1,0.26,-0.12,-0.3,-0.47,-0.4,-0.14,-0.23,-0.23,-0.71,-0.47,-0.29,0.1,0.5,0.1,0.34,0.23,0.23,-0.22,0.08,-0.51,-0.09,-0.06,0.33,0.69,0.19,-0.51,-0.81,0.04,0.31,0.2,-0.15,-0.69,-1.36,-0.4,-0.42,-0.79,-0.27,0.106102,-0.1,0.26,-0.03,-0.18,-0.09,-0.32,-0.3,1.09,0.7,0.29,0.67,0.21,0.34,0.41,0.43,-0.69,-0.45,-0.62,-0.47,-0.07,0.41,0.25,0.21,-0.79,0.31,-0.32,-0.4,-0.36,1.1,0.58,R.10.03.01
-0.14,-0.23,0.19,-0.2,-0.17,-0.04,-0.29,-0.6,-0.43,-0.32,-0.32,-0.74,-0.38,-0.58,-0.42,-0.49,-0.146,-0.2,0.12,-0.29,-0.42,-0.29,-0.67,-0.51,-0.56,-0.32,-0.3,-0.69,-0.67,-0.04,-0.42,-0.49,-0.23,0.08,-0.2,-0.47,-0.89,-0.2,-0.36,-0.07,-0.81,-0.86,-0.43,0.12,-0.79,-0.79,-0.94,-0.4,0.34,-0.12,0.15,-0.03,-0.3,0.15,-0.1,-0.51,0.19,0.73,-0.2,1.1,0.28,-0.085,0.29,0.04,-0.34,-0.44,-0.23,-0.51,0.01,0.6,0.23,-0.56,-0.01,0.21,0.32,-0.15,0.24,0.45,0.48,R.18.02.01
2.46,0.42,0.79,0.57,0.4,-0.03,0.11,-0.18,0.15,0.06,0.48,0.46,0.14,-0.23,-0.09,-0.2,0.16,-0.25,0.52,-0.09,-0.04,-0.32,-0.18,-0.54,-0.25,-0.3,-0.15,-0.32,-0.29,0.2,0.16,0.12,1.22,0.55,0.1,-0.4,-0.25,0.16,0.58,0.42,-0.18,-0.32,-0.76,0.53,0.89,0.52,0.64,-0.34,-0.22,0.34,0.2,-0.03,-0.58,-0.56,-0.04,-0.89,0.43,1.05,0.29,1.13,0.58,0.44,0.25,2.36,-0.56,-0.56,0.11,-0.18,0.46,0.81,0.78,-0.36,-0.43,-0.04,0.57,-0.06,0.16,1.32,1.32,R.43.01.03.05
-0.23,-0.03,-0.25,0.1,-0.09,-0.18,-0.4,-0.3,0.25,0.2,0.46,-0.27,-0.06,-0.27,-0.22,0.14,-0.23,-0.03,-0.3,0.18,-0.01,0.23,0.1,0.03,0.11,0.54,0.4,0.4,-0.01,0.36,0.86,0.44,0.21,0.37,0.11,-0.43,-0.45,0.01,0.03,0.15,-0.22,-0.22,-0.1,0.37,-0.42,-0.4,-0.29,-0.29,0.5,0.3,0.43,0.28,0.49,-0.47,-0.29,-0.42,1.11,1.58,0.14,0.39,0.15,0.3,0.28,-0.0579675,0.03,-0.81,-0.01,-0.1,-0.07,-0.32,-0.34,-0.6,-0.42,0.11,-0.2,-0.67,-0.42,0.18,-0.34,R.14.04
-0.62,-0.54,0.55,0.93,0.57,-0.06,-0.1,-0.84,-0.84,-0.4,0.11,0.73,0.6,-0.2,-0.25,-0.6,-0.56,-0.6,-1.32,-0.71,-0.27,-0.43,0.18,0.38,0.03,0.36,0.07,0.28,0.2,-0.07,-0.54,0.25,0.1,0.19,0.21,-0.06,-0.38,-0.67,0.03,0.3,0.93,-1.29,-0.89,-0.133582,-1,-0.04,-0.86,-0.27,0.34,-0.18,-0.32,-0.23,-0.6,0.54,-0.67,-0.71,1.08,0.37,-0.32,-0.122388,-0.34,-0.14,-0.17,-0.3,-0.32,-0.36,-0.18,0.03,-0.15,0.32,-0.14,-0.45,-0.4,0.06,-0.03,-0.47,-0.64,-0.04,-0.184697,R.10.01.05.01
-0.07,-0.4,0.11,-0.3,0.15,0.11,0.2,-0.4,0.21,-0.03,0.15,-0.14,0.01,-0.15,-0.15,-0.32,0.11,-0.01,-0.79,-0.49,-0.36,-0.32,0.03,-0.25,-0.38,-0.3,-0.43,-0.2,-0.29,-0.25,-0.42,-0.49,-0.0121739,0.29,-0.12,-0.22,-0.07,0.15,0.11,0.19,-0.12,-0.12,-0.1,0.24,-0.09,-0.54,0.08,-0.45,0.23,0.76,0.03,-0.14,-0.58,-0.4,-1.15,0.15,0.89,0.86,-0.43,-0.51,-0.1,0.32,-0.36,-0.07,-0.27,-0.67,-0.62,-0.62,-0.06,0.19,0.12,-0.27,-0.43,-0.17,0.24,-0.09,-0.3,0.58,0.2,R.11.04.03.01
-0.3,-0.212509,-0.15,1.36,-0.34,-0.18,-0.32,0.16,0.42,-0.27,0.42,-0.17,0.03,-0.3,0.12,0.34,-0.12,0.08,-0.3,-0.3,-0.18,-0.04,-0.22,-0.25,-0.12,0.1,-0.06,-0.06,-0.22,0.14,0.26,-0.03,0.07,0.3,0.36,-0.12,-0.09,0.14,0.15,-0.09,0.19,0.14,0.03,0.8,0.6,0.29,0.61,-0.1,0.56,0.7,0.32,0.29,0.41,-0.34,-0.03,-0.18,0.37,0.96,-0.29,-0.69,-0.64,-0.6,-0.89,-0.6,0.04,-0.03,-0.25,-0.43,-0.36,0.53,-0.58,-0.29,-0.1,0.41,0.37,-0.18,-0.04,0.24,0.07,R.11.02.03.04
-0.51,-0.67,-0.25,0.15,0.57,-0.25,-0.06,-0.4,-0.81,-0.67,-0.45,0.3,0.45,-0.15,-0.18,-0.38,-0.34,-0.51,-0.62,-0.54,-0.69,-0.47,-0.47,-0.76,-0.38,-0.49,0.12,-0.22,-0.47,0.03,-0.34,-0.42,-0.4,0.32,0.94,0.4,-0.51,-1.09,0.12,0.77,0.85,-0.22,-0.58,-0.27,-0.12,-0.2,-0.2,-0.49,0.4,-0.04,-0.06,-0.15,-0.27,-0.01,-0.27,-0.74,0.7,0.57,-0.38,0.01,0.04,0.69,0.08,-0.38,-0.4,-0.6,-0.2,-0.29,0.15,-0.15,-0.22,-0.32,-0.3,-0.34,-0.2,-0.06,-0.06,-1.03,-0.58,R.01.04
-0.74,-0.22,-0.42,-0.34,-0.3,-0.25,-0.54,-0.15,0.01,0.14,0.36,-0.34,-0.36,-0.25,-0.17,0.16,-0.07,-0.18,0.32,0.69,0.06,0.07,-0.17,0.24,0.14,0.58,0.03,0.37,-0.09,0.33,0.42,0.43,-0.18,0.01,-0.07,-0.18,-0.07,-0.4,-0.17,-0.06,1.74,0.03,-0.03,0.34,-0.69,-0.6,-0.47,0.07,0.32,0.24,0.61,0.66,0.61,-0.18,0.06,-0.06,1.1,1.3,-0.23,0.53,0.16,0.11,0.2,0.46,-0.03,-0.97,-0.15,-0.22,-0.23,-0.04,-0.15,0.73,-0.06,-0.14,0.28,-0.4,-0.47,-0.03,-0.29,R.16.03.03
-0.07,-0.01,0.06,0.16,0.04,0.52,0.42,0.39,0.01,-0.15,-0.42,-0.14,0.01,-0.25,0.1,-0.04,0.36,0.39,-0.06,-0.6,-0.43,-0.3,-0.1,-0.14,-0.54,-0.22,-0.3,-0.25,-0.1,-0.27,-0.56,-0.32,-0.15,-0.38,-0.06,-0.15,0.08,-0.23,-0.64,-0.62,0.28,-0.539091,-0.74,-0.62,-0.17,-0.12,-0.06,-0.74,-0.23,-0.1,0.63,0.79,0.45,-0.3,0.18,-0.1,1.29,0.9,-0.2,-0.3,0.16,-0.36,-0.27,0.63,-0.64,-0.04,-0.56,-0.97,0.2,0.45,0.3,0.06,-0.54,-0.27,0.2,0.19,-0.06,0.34,-0.09,R.14.07.05
-0.1,-0.23,0.16,-0.03,0.29,0.53,0.44,-0.0425,-0.15,-0.12,-0.43,-0.47,-0.27,-0.4,0.07,0.07,-0.06,-0.58,0.24,-0.06,-0.27,-0.17,0.08,-0.07,0.3,0.08,-0.17,-0.22,0.01,-0.15,-0.43,-0.3,0.07,0.34,-0.69,-0.14,-0.67,-0.74,-0.81,0.65,-0.67,-1.43,-0.22,0.14,-0.86,-0.18,-0.74,-0.205976,0.89,0.62,1.01,0.85,1.02,0.24,-0.03,0.01,0.72,0.32,0.08,-0.43,0.54,-0.34,0.01,0.74,-0.23,-0.69,-0.56,-0.18,0.74,0.54,1.21,0.9,0.04,0.32,0.215316,0.1,0.33,0.72,0.18,R.42.01
-0.15,-0.3,0.29,-0.34,-0.15,-0.32,-0.14,0.07,0.1,-0.23,-0.18,-0.34,-0.29,-0.2,-0.06,-0.32,0.12,0.12,-0.06,-0.62,-0.54,-0.3,-0.43,-0.84,-0.64,-0.4,-0.2,-0.58,-0.58,-0.4,-0.6,-0.43,-0.42,-0.27,0.08,-0.1,-0.09,0.14,0.34,-0.09,-0.29,-0.04,0.11,-0.34,0.53,0.39,0.29,-0.38,-0.23,0.32,0.93,0.82,0.14,-0.79,0.5,-0.27,-0.29,0.34,0.06,0.21,0.08,0.26,0.06,-0.09,-0.06,-0.14,-0.22,0.1,0.08,0.37,0.03,-0.25,-0.07,0.06,0.134875,0.03,-0.17,0.04,0.12,R.01.04
0.14,0.26,0.33,-0.34,-0.36,-0.15,0.15,0.11,-0.12,0.3,-0.1,0.04,-0.03,-0.29,0.04,0.38,-0.56,0.08,-1.84,-0.17,0.15,0.51,0.08,0.08,-0.1,0.45,0.5,0.5,-0.23,0.55,0.11,0.29,-0.71,0.58,-0.3,0.59,-0.84,-0.62,-0.49,0.95,0.7,-0.0802597,-0.38,-0.23,-1.29,-0.139157,-0.86,0.12,-0.142875,1.13,1.65,1.16,0.82,1.3,0.36,-0.76,0.53,0.72,2.18,-0.22,-0.23,-0.03,-0.58,0.06,-0.62,-0.67,-0.56,-0.54,0.52,0.167407,0.08,-0.03,-0.51,0.07,0.215316,-0.22,-0.54,1.95,2.33,R.42.01
0.18,0.06,0.07,-0.17,0.06,-0.18,0.18,-0.23,-0.04,-0.1,-0.2,-0.23,0.11,-0.32,-0.06,-0.09,-0.03,-0.29,0.08,0.04,-0.22,-0.17,-0.36,-0.27,-0.51,-0.17,-0.03,-0.15,-0.47,-0.17,-0.27,0.06,-0.67,-0.97,-0.38,0.53,0.38,0.74,-0.45,0.31,0.19,0.57,0.36,-0.58,0.06,0.25,0.29,-0.38,1.18,0.69,0.39,-0.34,-0.2,0.37,-0.17,-0.58,1.33,-0.92,0.12,0.78,-0.01,0.72,0.43,-0.36,0.1,-0.51,-0.25,-0.51,-0.45,-0.29,0.07,-0.64,-0.29,-0.1,-0.07,-0.64,-0.56,-0.29,-0.38,R.20.09.18
0.01,-0.14,-0.25,-0.76,-0.81,-0.56,-0.64,-0.14,-0.56,-0.09,-0.03,-0.09,-0.12,-0.17,-0.18,-0.1,-0.81,-0.49,-0.79,-0.67,-0.36,-0.4,-0.15,-0.43,-0.47,-0.01,-0.27,-0.4,-0.47,-0.12,-0.45,-0.14,-0.58,-0.42,-0.64,-0.1,0.32,0.31,0.11,0.15,0.71,0.41,0.33,0.48,0.38,0.61,0.53,-0.49,1.51,-0.15,-0.12,-0.42,-0.54,2.2,-0.4,-0.45,1.91,-0.54,-0.1,0.34,-0.51,0.11,0.07,0.69,-0.45,-0.54,-1,-0.43,-0.2,0.61,0.41,0.37,0.03,-0.17,0.25,0.03,-0.07,0.77,0.28,R.01.03.01
-0.2,-0.06,-0.07,-0.36,-0.17,-0.01,-0.2,-0.03,-0.03,-0.2,-0.42,0.14,-0.1,0.01,-0.3,0.14,-0.15,-0.32,-0.38,-0.74,-0.25,-0.62,-0.42,-0.62,-0.2,-0.27,-0.56,-0.71,-0.38,-0.42,-0.74,-0.17,-0.71,-0.34,-0.17,0.28,0.38,0.52,0.12,1.08,1.07,1.52,0.53,0.16,1.03,1.49,1.49,-0.22,2.94,1.36,1.65,1.12,1.82,1.91,0.4,0.2,3.59,0.96,0.36,-0.25,0.19,0.29,-0.15,0.36,-0.64,-0.64,-0.67,-0.97,0.04,0.38,0.49,0.1,-0.07,-0.1,0.46,-0.17,-0.6,0.19,-0.22,R.11.02.03.04
-0.07,-0.18,0.11,-0.29,0.08,-0.23,-0.01,-0.06,-0.25,-0.45,-0.36,-0.34,-0.03,-0.3,-0.47,-0.43,-0.17,-0.3,-0.07,-0.43,-0.34,-0.22,-0.36,-0.51,-0.45,-0.27,-0.36,-0.6,-0.43,-0.49,-0.67,-0.42,0.2,0.18,0.52,0.01,-0.01,0.04,-0.01,-0.29,-0.06,-0.15,-0.29,-0.17,-0.22,-0.25,-0.22,-0.54,1.69,-0.01,1.47,1.14,0.87,1.83,0.99,0.41,3.11,0.53,-0.04,0.1,0.03,0.81,0.48,0.38,-0.62,-0.62,-0.43,-0.6,-0.09,0.86,0.51,0.29,-0.12,-0.17,0.18,-0.3,-0.4,0.55,0.39,R.20.09.18
0.01,0.39,0.1,0.03,-0.2,0.03,-0.22,0.08,0.24,-0.2,0.37,0.19,0.26,0.46,0.4,0.62,-0.141739,0.53,-0.51,-0.27,-0.1,0.07,-0.51,-0.3,-0.25,-0.1,-0.07,-0.07,0.07,0.08,0.55,0.26,-0.18,0.14,-0.27,-0.6,-0.79,-0.2,-0.14,0.26,-0.06,-1.15,-0.86,0.19,-0.94,-0.17,-0.86,-0.17,1.14,0.42,0.69,1.24,1.1,0.93,0.1,0.28,0.91,-0.67,0.1,0.07,0.3,0.95,1.13,0.43,-0.56,-0.71,-0.71,-0.62,0.04,0.34,0.37,-0.22,0.14,0.28,0.28,-0.03,-0.22,0.24,0.53,R.01.04
0.14,0.11,0.14,0.19,0.01,-0.18,0.18,0.14,-0.15,0.29,-0.01,0.41,0.24,-0.15,0.14,0.74,0.29,0.1,1.12,0.34,-0.266463,0.59,0.03,-0.17,0.11,-0.17,-0.01,0.01,-0.67,-0.03,-0.219268,0.01,-0.04,-0.3,0.08,0.08,-0.15,0.08,0.03,-0.03,0.08,-0.0802597,0.04,0.69,0.06,-0.18,-0.94,0.3,3,1.44,0.31,0.34,1.36,2.19,-0.89,0.06,1.71,-2.94,0.21,0.66,-0.01,-0.2,-0.12,-0.27,-0.34,-0.23,-0.06,-0.2,0.1,-0.04,-0.47,-0.45,0.32,0.32,-0.22,-0.29,-0.04,-0.71,-0.3,R.42.01
