@relation 'cellcycle0.names'

@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha7                                  numeric
@attribute alpha14                                 numeric
@attribute alpha21                                 numeric
@attribute alpha28                                 numeric
@attribute alpha35                                 numeric
@attribute alpha42                                 numeric
@attribute alpha49                                 numeric
@attribute alpha56                                 numeric
@attribute alpha63                                 numeric
@attribute alpha70                                 numeric
@attribute alpha77                                 numeric
@attribute alpha84                                 numeric
@attribute alpha91                                 numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_110                               numeric
@attribute cdc15_120                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_140                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_20                                numeric
@attribute cdc28_30                                numeric
@attribute cdc28_40                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu180                                  numeric
@attribute elu210                                  numeric
@attribute elu240                                  numeric
@attribute elu270                                  numeric
@attribute elu300                                  numeric
@attribute elu330                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {R.11.02.03.01,R.12.04.02,R.01.04,R.43.01.03.09,R.32.01,R.20.01.17,R.12.04.01,R.14.10,R.20.09.07.03,R.16.03.03,R.10.03.01.01.11,R.42.01,R.01.05,R.20.03,R.01.03.01.03,R.10.01.09.05,R.11.02.03.04,R.12.10,R.01.05.25,R.16.19.03,R.11.04.03.01,R.34.11.03.07,R.42.04.05,R.10.01.03.05,R.14.04,R.16.01,R.43.01.03.05,R.42.16,R.12.01.01,R.01.07.01,R.20.09.07,R.32.07,R.01.03.07,R.01.05.02.07,R.01.06,R.20.09.04,R.20.01.13,R.01.06.02.01,R.20.01.27,R.11.06.02,R.14.07.02,R.10.01.05.01,R.20.09.13,R.14.07.02.02,R.01.01.06.06.01.03,R.12.07,R.14.13,R.10.03.01,R.10,R.16.03.01,R.42.04,R.34.01.01.01,R.01.01,R.02.01,R.11,R.20.01.01.01,R.01.05.13.01,R.20.01.03,R.01.20.15,R.11.04.01,R.01.03.01,R.14.07.11,R.20.09.18,R.42.27.03,R.10.03.01.01.09,R.20.01.07,R.42.04.03,R.20.01.15,R.01.01.06.04.02,R.14.07.04,R.20.09.16,R.14.01,R.11.02.03.04.03,R.01.06.06.11,R.14.13.01.01,R.14.07.09,R.10.03.02,R.01.07,R.20.01.10,R.01.02,R.99,R.01.01.06.05,R.32.01.01,R.10.01.05.03,R.10.03.04.03,R.01.01.09.06.01,R.14.13.01,R.01.03.04.03,R.02.13.03,R.01.20.19,R.01.05.09.04,R.11.04.03.05,R.14.07.03,R.10.01.03,R.42.25,R.32,R.14.07.05,R.42.10.03,R.02.19,R.10.01.05.03.01,R.01.03.04,R.20.09.01,R.02.13,R.11.02.03.01.04,R.02.16.01,R.11.04.02,R.12.04.03,R.18.02.01,R.16.19,R.01.06.05,R.12,R.10.03.01.03,R.16.21.07,R.02.10,R.01.01.11.03.01,R.34.01.01.03,R.20.09.07.27,R.12.01,R.42.08,R.10.03.04.05,R.20.03.01.01,R.11.02.03.04.01,R.20.01.23,R.01.01.03.02.01,R.32.01.09,R.34.11.03.13,R.01.04.04,R.14.07,R.14.07.11.01,R.32.01.03,R.01.06.02.02,R.40.01,R.01.01.09.04.01,R.42.19,R.11.04.03,R.01.01.09.07.01,R.01.03.10,R.02.16,R.01.06.06,R.01.02.07,R.01.01.09.05,R.32.07.03,R.20.01.01.01.01,R.34.07.01,R.20.01.21,R.34.01.01,R.01.01.11.04.01,R.20.01.03.01,R.30.01,R.14,R.01.01.13,R.01.01.06.05.01,R.11.02.03.01.01,R.02.04,R.01.01.06.02.01,R.12.04,R.20.01.25,R.38,R.01.01.03.05.01,R.40.10.02.02.01,R.14.07.01,R.01.02.02.09,R.20.09.07.25,R.20.01.01.07.07,R.01.03.16.01,R.40.20,R.10.03.03,R.01.06.10,R.01.03.01.01,R.02.45,R.14.13.04,R.20.01.01.07,R.01.01.06.05.01.01,R.20.09.18.09.01,R.10.01.05,R.01.01.09.02,R.30.01.05.05.01,R.11.04.03.03,R.02.01.03,R.01.01.09.03.01,R.18.02.09,R.42.10,R.20.09.07.05,R.20.01.03.03,R.16.21.17,R.01.03.04.01,R.01.05.06.07,R.11.02.01,R.18.02.01.01.01,R.01.01.03.03.01}
@data
0,-0.56,0.2,0.07,0.04,-0.14,-0.14,-0.23,-0.03,-0.25,0.21,0.25,0.04,0.1,-0.14,-0.34,0.17,-0.27,0.39,-0.17,0.61,-0.1,-0.07,-0.28,0.16,0.42,0.48,0.55,0.03,0.37,-0.07,0.23,-0.5,0.38,-1.52,0.34,-0.92,0.08,-0.05,0.53,-0.37,0.31,-0.37,0.04,-0.07,0.31,-0.1,-0.09,0.18,0.2,0.36,-0.21,-0.14,0.33,-0.14,0.214172,-2.88,0.28,0.01,0.51,0.37,0.82,0.52,-0.53,-0.18,0.06,0.37,0.3,0.26,0.21,0.18,0.15,-0.18,0.12,-0.18,-0.27,-0.32,R.12.01.01
0.32,-0.89,-0.18,0.43,0.04,-0.18,-0.11,0.16,-0.07,-0.01,0.09,-0.05,0.04,-0.11,-0.12,-0.01,0.04,-0.18,0.01,-0.11,0.31,0.27,0.31,0.09,-0.02,-0.08,-0.44,0.19,0.19,0.19,-0.57,0.27,-0.07,0.13,-0.44,0.04,0.23,0.27,0.29,0.23,-0.87,-0.29,0.02,0.3,0.04,0,-0.13,0.01,-0.38,-0.34,-0.26,0.07,0.11,0.05,0,-0.2,0.44,-0.08,0.01,0.209,0.23,0.12,0.35,-0.2,0.78,-0.18,-0.1,0.43,0.26,-0.29,0.04,-0.08,-0.07,0.35,-0.08,-0.34,-0.51,R.02.13.03
0.37,-0.2,-0.09,-0.43,-0.09,-0.01,-0.07,-0.03,-0.06,-0.04,0.13,-0.09,0.17,-0.19,0.29,-0.07,0.06,-0.19,0.19,0.26,-0.22,-0.04,0.34,0.33,0.09,0.24,-0.51,0.27,-0.93,0.5,1.36,0.33,-0.45,0.14,-0.16,0.29,-0.96,0.16,-0.21,-0.12,0.01,0.07,-0.81,0.28,-0.23,-0.04,-0.32,-0.18,-0.23,-0.1,0.06,0.15,0.17,-0.16,0.29,0.24,0.01,-0.12,0,0.00829787,-0.1,0.25,0.04,-0.07,-0.25,-0.14,-0.07,0.15,0.06,0.12,0.02,-0.07,-0.04,-0.01,0.12,0.17,0,R.11.02.03.04
0.43,-0.22,-0.58,0.18,0.09,-0.0397802,0.09,0.0350877,0.15,-0.2,0.23,-0.15,0.05,0.07,-0.08,0.11,0,-0.12,-0.17,0,-0.14,0.05,-0.12,-0.1,0.11,0.34,-0.3,0.47,-0.01,0.46,-0.14,0.01,0.16,-0.02,-0.73,0.33,0.21,0.21,0.03,0.24,-0.37,-0.16,0.11,-0.12,-0.28,-0.37,-0.39,0.02,-0.49,-0.19,0.25,0.04,0.05,0.35,0.21,0.06,-0.15,0.06,0.24,-0.32,0.00718062,0.2,0.05,-0.36,-0.44,-0.34,0.13,-0.23,-0.07,-0.05,0.16,0.29,0.54,-0.17,0.3,-0.1,0.36,R.01.04
-0.6,-0.3,-0.18,0.31,0.08,0.09,-0.1,0.121111,0.12,-0.17,0.24,-0.14,0.18,0.08,-0.04,0.11,0.04,-0.21,-0.1,0.01,-0.14,-0.04,0.3,0.05,-0.25,-0.42,-1.3,0.11,-0.35,0.38,-0.44,0.71,-0.33,0.45,-0.64,0.14,-0.35,0.51,-0.41,0.19,-0.46,-0.75,-0.27,1.19,0.97,0.98,0.12,-0.09,-0.1,-0.08,-0.5,-0.35,-0.15,-0.17,-0.1,0.25,0.08,-0.13,0.03,0.106667,0.3,0.41,0.47,-0.82,-0.63,-0.19,-0.32,-0.22,0.03,-0.06,0.44,0.49,0.43,-0.17,0.33,0.36,0.34,R.14.01
0.46,1.48,-0.4,0.08,0.15,0.36,0.04,0,-0.1,0.04,0,-0.04,0,0.152727,-0.15,0.1,-0.19,-0.079,-0.28,0.12,-0.02,-0.02,-0.26,-0.13,-0.21,0.01,0.22,-0.56,0.2,0.14,0.36,-0.45,0.01,-0.17,0.46,-0.13,1.17,-0.35,-0.0477778,-0.32,0.53,0.28,0.89,-0.47,-0.58,-0.5,-0.06,-0.18,0.61,1.18,1.06,1.39,0.07,-0.48,-0.63,-0.76,-0.4,-0.44,0.05,-0.9,-0.27,-0.33,0.1,-0.17,-0.17,0.6,0.42,-0.26,-0.12,-0.19,0.15,0.11,-0.01,-0.19,0.12,-0.12,-0.17,R.01.01
0.25,-0.15,-0.25,-0.18,-0.4,-0.36,-0.6,-0.5,-0.57,0.06,0.26,0.44,0.65,0.78,0.11,0.13,-0.17,-0.45,-0.21,0.14,0.26,0.41,0.03,-0.03,0.24,0.02,0.12,0.15,-0.3,0.08,-0.02,0.19,-0.13,0.06,-0.22,-0.1,0.12,0.03,-0.06,0.02,-0.11,-0.15,0.09,-0.1,0.19,-0.11,0.22,0.3,-0.38,-0.11,0.03,0.04,0.04,0.32,-0.05,-0.37,-0.01,-0.07,0.2,-0.23,0.0113043,0.06,0,-0.62,-0.35,-0.0738482,-0.08,-0.19,-0.13,-0.19,0.12,0.26,0.48,0.19,0.13,0.09,0.29,R.11.02.03.04
0.28,0.81,-0.3,-0.51,0.71,-0.2,-0.39,-0.37,-0.2,0.06,0.21,0.03,0.13,-0.35,0.21,0.01,0.17,-0.13,0.17,0.28,-0.2,-0.1,0.27,-0.02,0.15,0.67,0.45,0.77,0.07,-0.49,-0.45,-0.22,-0.55,0.21,-0.11,0.29,0.42,0.57,0.7,0.15,0.11,-1.06,-0.94,-0.41,-0.28,-0.33,-0.48,-0.63,-0.18,-0.07,-0.25,-0.09,0.15,0.73,0.19,0.72,0.57,0.01,-0.3,0.14,0.145294,-0.1,-0.42,1.01,-0.28,-0.12,-0.01,0.02,0.01,-0.01,0.07,-0.19,-0.16,0.01,0.01,-0.25,-0.11,R.01.06
-0.29,0.62,0.37,0.93,-0.24,-0.05,-0.42,-0.17,-0.4,0.02,0.16,-0.07,0.49,0.32,0.26,0.08,0.16,-0.47,0.01,0.1,-0.13,0.35,-0.67,-0.8,-0.6,-0.04,-0.51,0.54,0.39,0.58,0.01,0.22,-0.15,0.24,-0.24,0.16,-0.41,0.23,0.25,0.41,-0.31,0.45,0.38,-0.01,-0.17,0.05,-0.35,-0.21,-0.44,-0.63,-0.53,-0.62,-0.46,0.21,0.24,0.86,0.26,0.38,0.13,0.112941,0.17,0.59,0.39,-0.44,0.02,-0.64,-0.01,-0.1,-0.31,-0.15,0.25,-0.09,0.31,0.09,0.33,0.26,0.47,R.01.06.06.11
0.01,-0.04,0,-0.51,-0.13,-0.22,-0.31,-0.12,0.14,-0.08,-0.08,0.33,0.18,-0.13,0.34,-0.02,-0.05,0.04,0.14,0.33,-0.18,-0.15,0.57,0.5,0.2,0.41,-0.31,0.33,-0.37,0.29,-0.43,0.33,-0.45,0,-0.6,0.09,-0.15,0.49,0.12,-0.09,-0.07,-0.17,-0.67,-0.01,-0.01,-0.01,0.04,-0.06,0.11,0,-0.07,0.36,0.18,0.08,-0.04,-0.24,0.16,-0.3,0.08,0.17,-0.00318841,-0.46,0,0.2,-0.28,0.16,-0.01,0.04,0.08,0.02,0.01,-0.04,0.04,-0.02,-0.1,0.01,-0.1,R.10.03.01
-0.09,-0.42,-0.09,-0.76,0.56,1.31,0.23,0.48,-0.1,0.12,-0.29,0.14,-0.18,-0.39,-0.13,-0.13,-0.1,-0.36,-0.24,-0.18,-0.27,-0.49,0.17,0.24,0.53,-0.0212338,0.49,-1.16,0.55,-0.0191083,0.93,-1.32,0.81,0.111154,0.7,0.0572727,0.62,-1.77,0.69,-0.0107143,0.58,-0.31,0.65,-2.77,0.18,0.19,0.45,-0.16,-0.16,-0.11,-0.15,-0.11,-0.02,-0.26,-0.04,0.43,0.36,-0.1,-0.13,-0.0189583,-0.44,0.22,0.19,1.03,0.18,0.13,0.14,0.06,0.02,0.16,-0.01,-0.43,-0.36,0.18,-0.67,-0.32,-0.11,R.14.04
0.77,1.9,-0.6,-1.6,0.3,0.32,0.37,0.41,-0.09,0.38,-0.36,-0.1,-0.36,-0.45,0.16,0.37,-0.09,0.03,-0.16,-0.09,-0.21,-0.45,-0.35,1.66,1.55,0.44,-0.21,-0.63,-1.1,-0.83,-0.82,0.83,1.03,1.64,1.11,0.61,-0.08,-0.31,-0.02,-0.89,-0.42,-1.58,-0.71,-0.23,-0.27,-0.42,0.05,0.19,1.15,0.69,0.13,0.23,0.04,-0.65,-1.25,-0.06,0.83,0.59,-0.36,-0.22,0.201818,-0.61,-0.75,0.14,-0.24,0.08,0.19,0.08,0.03,-0.01,0.03,0.06,-0.12,-0.24,-0.2,0.08,0.13,R.14.13.01
-0.03,-0.0578947,-0.25,-0.32,-0.26,-0.24,-0.17,0.34,0.14,0.3,-0.11,0.07,0.07,0.03,-0.11,0.12,0.3,-0.198421,-0.29,-0.06,-0.06,-0.06,-0.48,-0.23,0.01,-0.41,-0.75,4.14,-0.25,-0.33,-0.39,-0.16,-0.37,0.28,0.08,-0.13,-0.2,-0.07,-0.35,-0.11,0.02,-0.11,-0.11,-0.03,-0.22,0.16,0.31,0.09,1,0.57,0.15,-0.66,-0.35,-1.09,-0.34,-0.29,-0.41,0.36,0.41,0.1,0.164706,0.02,0.1,0.35,0.33,0.11,-0.44,0.11,-0.11,-0.32,0.13,0.07,-0.12,0.28,-0.06,-0.49,0.17,R.99
-0.06,-0.69,-0.27,0.15,-0.06,-0.54,0.22,-0.23,0.26,-0.23,0.14,0.15,0,0.07,0,-0.16,-0.04,0.15,0.18,-0.04,0.2,-0.07,-1.03,-1.34,-1.26,-0.62,-0.21,-0.12,0.09,0.31,0.54,0.51,0.11,0.36,0.18,0.22,0.18,0.57,0.62,0.62,0.49,0.08,0.27,-0.21,-0.03,-0.32,0.31,-0.18,-0.01,-0.07,-0.4,-0.4,-0.46,0.36,-0.46,0.24,0.26,-0.04,0.3,0.0399099,0.47,0.02,0.06,-0.12,-0.16,0.29,0.1,0.3,-0.01,-0.06,0.16,-0.12,-0.12,-0.63,0.05,0.05,0.23,R.01.05
-0.62,0.53,0.24,0.73,-0.29,0.02,0.41,0.07,0.45,0.15,0.44,0.45,0.34,0.22,-0.26,-0.16,-0.13,-0.46,-0.54,-0.18,-0.46,-0.09,-1.97,-1.47,-0.35,0.85,0.76,0.99,0.36,-0.17,-0.21,-1.25,-0.91,-0.09,0.06,0.6,-0.12,0.48,0.4,0.37,0.06,0.02,0.43,0.09,0.27,0.8,0.52,-1.26,-1.63,-0.52,-0.23,-0.24,-0.03,-0.04,0.32,-0.07,0.04,0.27,0.9,0.78,0.82,0.87,0.83,2.42,-0.54,0.24,-0.16,-0.65,-0.49,-0.7,0.12,-0.02,-0.14,-0.11,0.18,-0.18,0.04,R.01.01.03.02.01
-0.79,-0.4,-0.23,-0.34,0.31,0.16,-0.32,0.06,-0.16,0.55,0.29,0.26,0.11,-0.14,-0.3,-0.13,-0.04,-0.18,-0.38,-0.21,0.08,0.06,-0.0630769,0.21,0.19,0.21,0.17,0.33,0.36,0.21,0.14,0.09,-0.04,0.17,0.09,-0.11,-0.89,0.11,-0.07,0.17,-0.23,-0.77,0.24,-0.11,-0.26,-0.17,-0.35,0.58,0.25,0.08,-0.1,0.03,0.11,-0.01,-0.04,-0.03,0.08,-0.22,-0.25,-0.13,0.0583333,0.05,-0.04,-0.41,0.08,0.5,-0.13,0.53,0.3,-0.37,-0.05,0.057619,-0.23,0.12,-0.2,-0.05,-0.08,R.01.07.01
0.37,-0.86,-0.45,-0.43,0.11,-0.17,-0.06,-0.12,-0.01,0.19,0.05,0.3,0.32,-0.24,0.05,-0.14,-0.06,-0.24,0.06,0.11,0.0491379,-0.15,0.23,0.45,0.22,-0.29,-0.13,0.15,-0.15,0.37,-0.23,0.18,-0.52,0.17,-0.23,-0.15,-0.55,0.09,-0.1,0.26,-0.63,-0.1,-0.39,0.37,0.14,0.81,-0.06,0.21,0.2,-0.11,-0.09,-0.1,0,0.4,-0.2,0.18,-0.04,-0.0517544,-0.46,0.04,0.14,-0.05,-0.05,0.01,-0.39,-0.08,0.3,0.35,0.15,0.21,0.17,-0.21,-0.25,0.14,-0.17,-0.11,-0.13,R.16.03.03
-0.97,-0.04,-0.2,0.65,-0.05,-0.12,-0.36,0.05,-0.09,0,0.05,0,0.27,-0.04,0.12,-0.09,0.05,-0.12,0.18,0.11,-0.05,0.08,0.104638,-0.05,0.23,0.47,-0.41,0.63,-0.29,0.55,-0.77,0.47,-0.29,0.25,-0.51,0.44,-1.07,0.5,-1.13,0.42,-0.68,0.14,-0.55,0.76,0.36,0.52,-0.53,-0.3,0.17,-0.23,0.25,-0.24,-0.12,0.02,-0.26,1.18,0.06,0.0163235,-0.26,0.12,-0.25,0.28,0.1,-0.33,-0.13,0.17,0.43,0.51,0.39,0.16,0.33,-1.52,-0.07,0.06,-0.04,0.08,-0.04,R.16.03.01
0.41,-0.104286,0.23,0.2,-0.04,-0.05,0.36,-0.04,0.29,-0.37,0.3,0.01,-0.08,0.2,-0.05,-0.46,0.04,-0.12,0.08,0.04,0.37,-0.46,-0.49,-0.62,-0.42,0.01,0.34,0.23,-0.02,0.1,0.35,-0.17,-0.21,0.16,0.23,-0.2,0.3,0.08,0.38,0.08,0.59,-0.46,0.15,-0.04,-0.22,-0.15,0.44,0.08,0,-0.1,-0.25,-0.04,-0.04,-0.21,-0.12,0.18,0.39,-0.1,0.02,0.08,0.11,-0.12,-0.24,0.67,-0.02,-0.2,-0.09,0.11,-0.32,0.03,0.25,0.19,-0.2,-0.11,-0.14,-0.02,-0.14,R.01.02
0,-0.104286,-0.23,0.25,0.17,0.06,0.22,-0.01,0.16,-0.22,0.31,-0.15,-0.07,-0.19,-0.32,-0.26,0.33,-0.22,0.26,-0.44,0.48,-0.12,-0.29,-0.58,-0.21,0.27,0.23,0.52,-0.05,0.24,0.16,0.22,-0.12,0.36,0.05,-0.06,-0.15,0.3,0.19,0.37,-0.19,-1.35,-0.13,0.07,0.01,0.11,0.32,0.25,-0.14,-0.07,-0.27,-0.13,-0.2,0.16,-0.08,-0.02,0.35,-0.03,0.05,0.08,0.13,-0.03,-0.29,0.42,-0.25,-0.16,-0.56,-0.22,0.02,0.05,0.21,0.28,0.16,-0.08,0.08,-0.02,0.07,R.01.02
0.48,-0.54,0,-0.2,-0.04,0.13,0.13,0,0.15,-0.04,0,0.01,0.11,-0.16,0.162222,-0.2,-0.1,-0.08,0.03,0.23,-0.29,0.13,0.02,0.06,-0.06,-0.03,0.04,0.11,0.25,0.14,-0.13,-0.07,-0.44,-0.4,0.04,-0.25,0.26,-0.03,0.31,-0.16,-0.37,0.14,0.46,0.19,-0.19,0.11,0.57,0.32,0.02,-0.14,-0.01,-0.01,0.17,-0.31,0.15,-0.99,-0.07,-0.02,0.03,-0.18,-0.0828571,0.13,0.32,0.23,-0.03,-0.01,0.13,0.08,-0.4,0,0.02,-0.09,-0.24,-0.09,0.16,0.15,0.09,R.01.03.04
0.11,0.04,-0.23,-0.15,-0.07,-0.0149804,-0.25,-0.05,-0.13,0.09,0.26,0.1,0.46,-0.07,-0.05,0,0.0101115,-0.21,-0.11,0.00457249,-0.19,0.23,-0.28,-0.19,0.06,0.09,-0.05,-0.26,0.06,-0.07,0.12,-0.05,0.08,-0.1,0.3,-2.17,0.47,0.09,0.05,0.14,0.11,0.91,0.69,-0.02,-0.02,0.06,-0.5,-0.14,-0.64,-0.61,0.16,0.26,0.32,-0.52,0.15,0.22,0.43,0.3,0.25,-0.31,0.0111165,0.28,0.33,-0.41,0.06,0.09,0.06,-0.03,-0.15,-0.21,-0.19,0.43,0.25,0.21,0.09,-0.3,0.11,R.16.01
-0.3,-0.58,0.38,-0.18,0.05,-0.37,-0.09,-0.16,0.05,-0.3,-0.22,-0.09,0.4,-0.12,0.75,-0.32,0.1,-0.06,0.6,0.34,-0.01,-0.55,-0.51,-0.2,0.07,0.13,0.31,0.23,-0.01,0.22,-0.06,0.15,-0.01,0.14,-0.07,0.16,-0.61,-0.06,-0.52,0.14,-0.03,0.17,-0.11,0.18,-0.02,0.26,0.06,-0.18,0.41,0.06,0.52,-0.29,-0.14,-0.06,-0.19,0.214172,-2.84,0.34,0.03,0.44,0.29,0.81,0.74,-0.18,-0.57,-0.14,0.53,0.26,0.26,0.32,0.36,0.06,-0.1,-0.25,0.02,-0.39,-0.18,R.12.01.01
-0.79,-0.54,0.01,-0.01,-0.15,2.29,0.1,-0.36,-0.34,-0.08,-0.03,-0.08,0.1,-0.15,-0.45,-0.22,0.02,-0.06,-0.2,0.0145181,-0.28,-0.15,-0.67,-0.17,0.13,0.35,-0.13,0.09,0.21,0.24,-0.43,0.02,-0.12,-0.22,-0.47,0.12,0.34,-0.04,-0.37,0.04,-0.44,0.7,-0.17,0.31,0.12,0.59,0.48,-1.06,-1.03,-0.41,0.09,-0.01,-0.16,0.01,0.05,0.39,0.09,-0.08,0.1,-0.0189583,0.52,0.44,0.58,-0.59,-0.2,0.11,-0.06,-0.12,-0.06,-0.29,0.04,0.22,0.23,0.39,0.13,0.17,0.03,R.14.04
-0.47,-0.36,-0.38,-0.1,-0.04,-0.0149804,-0.06,-0.02,-0.42,0.14,0.26,0.09,0.21,-0.02,-0.08,0.04,0.04,-0.2,-0.12,0.00457249,0.09,0.09,-0.24,0.07,0.04,0.12,-0.04,-0.09,0.1,0.07,-0.51,-0.2,-0.07,-0.28,0.04,-0.04,0.65,-0.01,-0.06,0.13,-0.13,0.66,0.01,-0.82,0.04,0.5,-0.45,-0.74,-1.02,-0.43,0.32,0.05,0.09,-0.28,0.23,0.29,0.07,0.06,0.12,-0.0329412,0.4,0.64,0.65,0.16,0.01,-0.14,-0.3,-0.3,0.02,-0.3,-0.14,-0.02,-0.1,0.41,0.28,0.36,0.07,R.16.01
-1.25,-0.22,-0.62,-0.04,-0.06,-0.13,-0.33,-0.26,-0.07,0.03,-0.02,-0.26,0.26,0.38,0.11,0.1,-0.07,0.05,0.03,0.34,0.03,-0.13,0.69,0.74,0.66,0.4,-0.27,-0.27,-0.03,0.3,-0.68,0.13,-0.37,0.26,-0.43,0.26,-0.1,-0.05,-0.53,0.3,-0.46,-0.12,-0.78,0.24,0.03,0.07,-0.26,0.1,0.27,0.25,-0.19,0.11,0.01,0.09,0.06,0.29,-0.19,-0.36,-0.15,-0.093,-0.02,0.09,-0.11,-0.67,0.36,-0.29,0.14,-0.09,0.12,-0.16,0.36,-0.03,0.23,-0.17,-0.02,0.02,0.2,R.01.01
-0.49,-0.32,0.01,-0.3,0.34,-0.41,-0.63,-0.51,0.13,-0.14,0.31,-0.03,0.34,-0.03,0.24,-0.09,0.21,0,0.25,0.12,-0.16,0.05,0.81,0.79,0.69,0.59,-0.01,0.65,-0.12,0.49,-0.34,0.3,-0.51,0.13,-0.74,0.03,-0.81,0.38,-0.67,0.33,-0.89,-0.03,-0.85,0.21,-0.29,-0.16,-0.53,0.09,0.23,-0.16,-0.01,-0.52,-0.41,0.16,-0.3,0.92,-0.11,0.0776596,-0.18,0.23,0,0.46,0.13,-1.29,-0.27,-0.1,0.32,0.71,0.69,0.54,0.1,0.06,0.45,0.17,-0.44,-0.61,-0.33,R.10.03.01
0.43,-1,-0.56,0.29,-0.15,0.05,0.1,0.05,0.13,-0.02,0.2,-0.02,-0.01,0.11,-0.21,-0.04,0.04,-0.34,0.13,-0.14,0.2,-0.07,0.05,0.12,0.13,0.24,-0.8,0.24,-0.31,0.29,-0.8,0.2,0.2,0.12,-0.07,0.05,-0.31,0.15,-0.0060301,0.21,-0.25,0.26,-0.07,0.38,-0.04,0.03,0.72,0.27,0.6,-0.39,0.19,0.03,0.22,0.01,0.17,-1.21,-0.5,-0.01,0.07,0.27,-0.56,0.13,-0.01,-0.07,-0.03,-0.16,-0.4,-0.12,-0.07,-0.14,0.12,0.42,0.06,0.04,0.22,0.11,0.04,R.32.01.09
-0.14,0.52,-0.49,-0.03,0.34,0.03,-0.14,-0.58,-0.29,-0.2,0.94,0.44,0.49,0.04,-0.11,-0.38,-0.2,-0.66,-0.05,-0.02,0.34,0,0.68,0.24,0.13,0.64,0.29,0.02,-0.98,-0.34,-0.95,0.13,-0.3,0.57,-0.01,0.55,-0.08,0.25,0.138,0.05,-0.04,-0.49,-0.47,0.05,0.08,-0.02,-0.71,-0.32,0.16,0.16,0.58,0.21,0.12,-0.1,-0.49,0.17,-0.02,-0.00666667,-0.1,0.11,0.08,0.11,0.04,-1.71,0.04,-0.62,0.02,0.62,0.47,0.35,0.24,0.33,0.91,0.11,0.19,-0.74,-0.21,R.01.01.06.05
0.66,0.34,-0.84,0.01,-0.06,-0.18,-0.14,-0.13,0.34,0.13,0.28,-0.03,-0.23,0.1,-0.35,0.11,0.08,-0.16,0.14,0.04,0.17,-0.09,-0.24,0.12,0.55,0.69,-1.02,0.14,-0.05,-0.16,-1.02,-0.03,0.15,0.17,-0.33,0.66,-0.14,0.3,-0.0210703,0,-0.49,0.47,-0.31,0.26,0.17,0.12,-0.73,-0.42,0.01,0.28,0.32,0.29,0.09,0.05,-0.32,-0.1,0.12,-0.12,0.09,0.00829787,0.35,0.1,-0.01,-0.2,-0.44,-0.44,-0.3,-0.02,-0.02,-0.06,0.1,0.38,0.49,0.02,0.46,0.01,0.02,R.11.02.03.04
0.59,0.39,-0.56,-0.23,-0.41,-0.3,-0.21,0.19,0.22,0.24,0.07,-0.32,0.08,0.35,0.07,0.28,0.07,0.01,0,0.14,-0.19,-0.26,-0.09,0,0.28,0.1,0,-0.25,-0.33,0.03,-0.2,-0.18,-0.09,0.11,0.26,0.61,0.52,-0.21,-0.23,-0.23,-0.03,0.35,0.14,-0.23,-0.16,-0.18,-0.06,0.34,0.51,0.22,0.09,-0.26,-0.35,0.1,-0.32,0.33,0.01,0.13,0.01,0.0572674,-0.11,-0.19,-0.45,-0.8,0.31,-0.25,-0.22,-0.12,0.01,0.07,0.48,0.2,0.16,-0.02,0.01,0.07,0.09,R.01.04
